league,match_id,minute,elapsed,elapsed_plus
Germany 1. Bundesliga,9328,18,18,0
Germany 1. Bundesliga,9328,43,43,0
Germany 1. Bundesliga,9328,83,83,0
Germany 1. Bundesliga,9329,28,28,0
Germany 1. Bundesliga,9329,36,36,0
Germany 1. Bundesliga,9329,55,55,0
Germany 1. Bundesliga,9329,86,86,0
Germany 1. Bundesliga,9329,87,87,0
Germany 1. Bundesliga,9330,42,42,0
Germany 1. Bundesliga,9330,78,78,0
Germany 1. Bundesliga,9330,87,87,0
Germany 1. Bundesliga,9331,77,77,0
Germany 1. Bundesliga,9332,7,7,0
Germany 1. Bundesliga,9332,67,67,0
Germany 1. Bundesliga,9332,84,84,0
Germany 1. Bundesliga,9333,49,49,0
Germany 1. Bundesliga,9333,53,53,0
Germany 1. Bundesliga,9333,70,70,0
Germany 1. Bundesliga,9333,77,77,0
Germany 1. Bundesliga,9333,79,79,0
Germany 1. Bundesliga,9334,54,54,0
Germany 1. Bundesliga,9334,83,83,0
Germany 1. Bundesliga,9335,21,21,0
Germany 1. Bundesliga,9335,46,46,0
Germany 1. Bundesliga,9335,64,64,0
Germany 1. Bundesliga,9336,13,13,0
Germany 1. Bundesliga,9336,63,63,0
Germany 1. Bundesliga,9337,8,8,0
Germany 1. Bundesliga,9337,44,44,0
Germany 1. Bundesliga,9338,50,50,0
Germany 1. Bundesliga,9338,53,53,0
Germany 1. Bundesliga,9338,64,64,0
Germany 1. Bundesliga,9338,70,70,0
Germany 1. Bundesliga,9338,78,78,0
Germany 1. Bundesliga,9339,12,12,0
Germany 1. Bundesliga,9339,16,16,0
Germany 1. Bundesliga,9339,40,40,0
Germany 1. Bundesliga,9339,69,69,0
Germany 1. Bundesliga,9340,14,14,0
Germany 1. Bundesliga,9340,16,16,0
Germany 1. Bundesliga,9340,65,65,0
Germany 1. Bundesliga,9340,78,78,0
Germany 1. Bundesliga,9340,82,82,0
Germany 1. Bundesliga,9341,34,34,0
Germany 1. Bundesliga,9341,52,52,0
Germany 1. Bundesliga,9341,54,54,0
Germany 1. Bundesliga,9341,57,57,0
Germany 1. Bundesliga,9342,2,2,0
Germany 1. Bundesliga,9342,12,12,0
Germany 1. Bundesliga,9342,24,24,0
Germany 1. Bundesliga,9342,45,45,0
Germany 1. Bundesliga,9342,49,49,0
Germany 1. Bundesliga,9342,72,72,0
Germany 1. Bundesliga,9343,22,22,0
Germany 1. Bundesliga,9343,40,40,0
Germany 1. Bundesliga,9343,47,47,0
Germany 1. Bundesliga,9343,53,53,0
Germany 1. Bundesliga,9344,17,17,0
Germany 1. Bundesliga,9344,84,84,0
Germany 1. Bundesliga,9345,24,24,0
Germany 1. Bundesliga,9345,66,66,0
Germany 1. Bundesliga,9345,79,79,0
Germany 1. Bundesliga,9345,86,86,0
Germany 1. Bundesliga,9346,82,82,0
Germany 1. Bundesliga,9347,18,18,0
Germany 1. Bundesliga,9347,32,32,0
Germany 1. Bundesliga,9347,36,36,0
Germany 1. Bundesliga,9347,58,58,0
Germany 1. Bundesliga,9347,60,60,0
Germany 1. Bundesliga,9347,72,72,0
Germany 1. Bundesliga,9347,90,90,0
Germany 1. Bundesliga,9348,4,4,0
Germany 1. Bundesliga,9348,30,30,0
Germany 1. Bundesliga,9348,51,51,0
Germany 1. Bundesliga,9348,54,54,0
Germany 1. Bundesliga,9348,58,58,0
Germany 1. Bundesliga,9349,14,14,0
Germany 1. Bundesliga,9349,51,51,0
Germany 1. Bundesliga,9349,63,63,0
Germany 1. Bundesliga,9349,74,74,0
Germany 1. Bundesliga,9350,11,11,0
Germany 1. Bundesliga,9350,15,15,0
Germany 1. Bundesliga,9350,18,18,0
Germany 1. Bundesliga,9350,61,61,0
Germany 1. Bundesliga,9350,66,66,0
Germany 1. Bundesliga,9351,24,24,0
Germany 1. Bundesliga,9351,34,34,0
Germany 1. Bundesliga,9351,83,83,0
Germany 1. Bundesliga,9352,3,3,0
Germany 1. Bundesliga,9352,6,6,0
Germany 1. Bundesliga,9353,10,10,0
Germany 1. Bundesliga,9353,18,18,0
Germany 1. Bundesliga,9353,57,57,0
Germany 1. Bundesliga,9353,62,62,0
Germany 1. Bundesliga,9353,64,64,0
Germany 1. Bundesliga,9354,8,8,0
Germany 1. Bundesliga,9354,72,72,0
Germany 1. Bundesliga,9354,89,89,0
Germany 1. Bundesliga,9355,37,37,0
Germany 1. Bundesliga,9355,47,47,0
Germany 1. Bundesliga,9355,64,64,0
Germany 1. Bundesliga,9356,8,8,0
Germany 1. Bundesliga,9356,68,68,0
Germany 1. Bundesliga,9357,13,13,0
Germany 1. Bundesliga,9357,19,19,0
Germany 1. Bundesliga,9357,22,22,0
Germany 1. Bundesliga,9357,54,54,0
Germany 1. Bundesliga,9357,56,56,0
Germany 1. Bundesliga,9357,72,72,0
Germany 1. Bundesliga,9357,81,81,0
Germany 1. Bundesliga,9358,20,20,0
Germany 1. Bundesliga,9358,25,25,0
Germany 1. Bundesliga,9358,39,39,0
Germany 1. Bundesliga,9358,41,41,0
Germany 1. Bundesliga,9358,86,86,0
Germany 1. Bundesliga,9359,57,57,0
Germany 1. Bundesliga,9359,79,79,0
Germany 1. Bundesliga,9359,88,88,0
Germany 1. Bundesliga,9360,34,34,0
Germany 1. Bundesliga,9360,39,39,0
Germany 1. Bundesliga,9360,75,75,0
Germany 1. Bundesliga,9361,27,27,0
Germany 1. Bundesliga,9361,49,49,0
Germany 1. Bundesliga,9361,59,59,0
Germany 1. Bundesliga,9362,23,23,0
Germany 1. Bundesliga,9362,63,63,0
Germany 1. Bundesliga,9363,81,81,0
Germany 1. Bundesliga,9364,2,2,0
Germany 1. Bundesliga,9364,35,35,0
Germany 1. Bundesliga,9364,82,82,0
Germany 1. Bundesliga,9365,26,26,0
Germany 1. Bundesliga,9365,90,90,0
Germany 1. Bundesliga,9366,4,4,0
Germany 1. Bundesliga,9366,42,42,0
Germany 1. Bundesliga,9366,90,90,0
Germany 1. Bundesliga,9367,23,23,0
Germany 1. Bundesliga,9367,64,64,0
Germany 1. Bundesliga,9367,85,85,0
Germany 1. Bundesliga,9367,90,90,0
Germany 1. Bundesliga,9368,21,21,0
Germany 1. Bundesliga,9368,72,72,0
Germany 1. Bundesliga,9368,75,75,0
Germany 1. Bundesliga,9368,87,87,0
Germany 1. Bundesliga,9369,10,10,0
Germany 1. Bundesliga,9369,17,17,0
Germany 1. Bundesliga,9369,23,23,0
Germany 1. Bundesliga,9369,50,50,0
Germany 1. Bundesliga,9369,55,55,0
Germany 1. Bundesliga,9369,72,72,0
Germany 1. Bundesliga,9369,74,74,0
Germany 1. Bundesliga,9369,89,89,0
Germany 1. Bundesliga,9371,45,45,0
Germany 1. Bundesliga,9371,56,56,0
Germany 1. Bundesliga,9371,69,69,0
Germany 1. Bundesliga,9372,13,13,0
Germany 1. Bundesliga,9372,54,54,0
Germany 1. Bundesliga,9372,70,70,0
Germany 1. Bundesliga,9372,81,81,0
Germany 1. Bundesliga,9372,84,84,0
Germany 1. Bundesliga,9373,9,9,0
Germany 1. Bundesliga,9373,10,10,0
Germany 1. Bundesliga,9373,78,78,0
Germany 1. Bundesliga,9373,82,82,0
Germany 1. Bundesliga,9374,88,88,0
Germany 1. Bundesliga,9375,66,66,0
Germany 1. Bundesliga,9375,85,85,0
Germany 1. Bundesliga,9375,87,87,0
Germany 1. Bundesliga,9376,37,37,0
Germany 1. Bundesliga,9376,73,73,0
Germany 1. Bundesliga,9377,7,7,0
Germany 1. Bundesliga,9377,17,17,0
Germany 1. Bundesliga,9377,70,70,0
Germany 1. Bundesliga,9377,85,85,0
Germany 1. Bundesliga,9377,89,89,0
Germany 1. Bundesliga,9378,39,39,0
Germany 1. Bundesliga,9378,72,72,0
Germany 1. Bundesliga,9379,17,17,0
Germany 1. Bundesliga,9379,23,23,0
Germany 1. Bundesliga,9380,28,28,0
Germany 1. Bundesliga,9380,31,31,0
Germany 1. Bundesliga,9380,46,46,0
Germany 1. Bundesliga,9380,84,84,0
Germany 1. Bundesliga,9381,52,52,0
Germany 1. Bundesliga,9382,14,14,0
Germany 1. Bundesliga,9382,18,18,0
Germany 1. Bundesliga,9382,56,56,0
Germany 1. Bundesliga,9382,61,61,0
Germany 1. Bundesliga,9382,68,68,0
Germany 1. Bundesliga,9382,86,86,0
Germany 1. Bundesliga,9383,28,28,0
Germany 1. Bundesliga,9384,2,2,0
Germany 1. Bundesliga,9384,30,30,0
Germany 1. Bundesliga,9385,34,34,0
Germany 1. Bundesliga,9385,47,47,0
Germany 1. Bundesliga,9385,79,79,0
Germany 1. Bundesliga,9386,62,62,0
Germany 1. Bundesliga,9387,36,36,0
Germany 1. Bundesliga,9387,47,47,0
Germany 1. Bundesliga,9387,77,77,0
Germany 1. Bundesliga,9388,25,25,0
Germany 1. Bundesliga,9388,67,67,0
Germany 1. Bundesliga,9389,20,20,0
Germany 1. Bundesliga,9389,31,31,0
Germany 1. Bundesliga,9390,12,12,0
Germany 1. Bundesliga,9390,18,18,0
Germany 1. Bundesliga,9390,45,45,0
Germany 1. Bundesliga,9390,45,45,0
Germany 1. Bundesliga,9390,49,49,0
Germany 1. Bundesliga,9390,53,53,0
Germany 1. Bundesliga,9390,58,58,0
Germany 1. Bundesliga,9390,90,90,0
Germany 1. Bundesliga,9391,70,70,0
Germany 1. Bundesliga,9391,74,74,0
Germany 1. Bundesliga,9391,78,78,0
Germany 1. Bundesliga,9391,90,90,0
Germany 1. Bundesliga,9393,18,18,0
Germany 1. Bundesliga,9394,17,17,0
Germany 1. Bundesliga,9394,25,25,0
Germany 1. Bundesliga,9394,45,45,0
Germany 1. Bundesliga,9395,13,13,0
Germany 1. Bundesliga,9395,28,28,0
Germany 1. Bundesliga,9395,31,31,0
Germany 1. Bundesliga,9395,33,33,0
Germany 1. Bundesliga,9395,52,52,0
Germany 1. Bundesliga,9395,84,84,0
Germany 1. Bundesliga,9396,21,21,0
Germany 1. Bundesliga,9396,27,27,0
Germany 1. Bundesliga,9396,38,38,0
Germany 1. Bundesliga,9396,60,60,0
Germany 1. Bundesliga,9396,69,69,0
Germany 1. Bundesliga,9396,83,83,0
Germany 1. Bundesliga,9396,90,90,0
Germany 1. Bundesliga,9397,5,5,0
Germany 1. Bundesliga,9397,75,75,0
Germany 1. Bundesliga,9398,8,8,0
Germany 1. Bundesliga,9398,11,11,0
Germany 1. Bundesliga,9398,90,90,0
Germany 1. Bundesliga,9399,18,18,0
Germany 1. Bundesliga,9400,20,20,0
Germany 1. Bundesliga,9400,80,80,0
Germany 1. Bundesliga,9401,47,47,0
Germany 1. Bundesliga,9401,48,48,0
Germany 1. Bundesliga,9401,51,51,0
Germany 1. Bundesliga,9402,42,42,0
Germany 1. Bundesliga,9402,52,52,0
Germany 1. Bundesliga,9402,87,87,0
Germany 1. Bundesliga,9402,90,90,0
Germany 1. Bundesliga,9403,44,44,0
Germany 1. Bundesliga,9403,67,67,0
Germany 1. Bundesliga,9404,61,61,0
Germany 1. Bundesliga,9405,30,30,0
Germany 1. Bundesliga,9405,38,38,0
Germany 1. Bundesliga,9405,41,41,0
Germany 1. Bundesliga,9405,60,60,0
Germany 1. Bundesliga,9405,87,87,0
Germany 1. Bundesliga,9405,90,90,0
Germany 1. Bundesliga,9406,38,38,0
Germany 1. Bundesliga,9406,53,53,0
Germany 1. Bundesliga,9406,57,57,0
Germany 1. Bundesliga,9406,78,78,0
Germany 1. Bundesliga,9407,17,17,0
Germany 1. Bundesliga,9407,37,37,0
Germany 1. Bundesliga,9407,44,44,0
Germany 1. Bundesliga,9407,67,67,0
Germany 1. Bundesliga,9409,23,23,0
Germany 1. Bundesliga,9409,30,30,0
Germany 1. Bundesliga,9409,33,33,0
Germany 1. Bundesliga,9409,48,48,0
Germany 1. Bundesliga,9409,75,75,0
Germany 1. Bundesliga,9410,15,15,0
Germany 1. Bundesliga,9410,17,17,0
Germany 1. Bundesliga,9410,26,26,0
Germany 1. Bundesliga,9410,32,32,0
Germany 1. Bundesliga,9410,48,48,0
Germany 1. Bundesliga,9411,7,7,0
Germany 1. Bundesliga,9411,23,23,0
Germany 1. Bundesliga,9411,45,45,0
Germany 1. Bundesliga,9412,53,53,0
Germany 1. Bundesliga,9412,59,59,0
Germany 1. Bundesliga,9412,64,64,0
Germany 1. Bundesliga,9412,85,85,0
Germany 1. Bundesliga,9413,74,74,0
Germany 1. Bundesliga,9415,25,25,0
Germany 1. Bundesliga,9415,36,36,0
Germany 1. Bundesliga,9415,90,90,0
Germany 1. Bundesliga,9416,21,21,0
Germany 1. Bundesliga,9416,47,47,0
Germany 1. Bundesliga,9416,50,50,0
Germany 1. Bundesliga,9416,79,79,0
Germany 1. Bundesliga,9416,90,90,0
Germany 1. Bundesliga,9417,29,29,0
Germany 1. Bundesliga,9418,33,33,0
Germany 1. Bundesliga,9418,42,42,0
Germany 1. Bundesliga,9419,29,29,0
Germany 1. Bundesliga,9419,76,76,0
Germany 1. Bundesliga,9419,90,90,0
Germany 1. Bundesliga,9420,5,5,0
Germany 1. Bundesliga,9420,56,56,0
Germany 1. Bundesliga,9420,66,66,0
Germany 1. Bundesliga,9420,72,72,0
Germany 1. Bundesliga,9421,7,7,0
Germany 1. Bundesliga,9421,53,53,0
Germany 1. Bundesliga,9422,11,11,0
Germany 1. Bundesliga,9422,40,40,0
Germany 1. Bundesliga,9422,87,87,0
Germany 1. Bundesliga,9423,29,29,0
Germany 1. Bundesliga,9423,35,35,0
Germany 1. Bundesliga,9423,50,50,0
Germany 1. Bundesliga,9423,72,72,0
Germany 1. Bundesliga,9425,24,24,0
Germany 1. Bundesliga,9425,42,42,0
Germany 1. Bundesliga,9425,49,49,0
Germany 1. Bundesliga,9425,70,70,0
Germany 1. Bundesliga,9426,5,5,0
Germany 1. Bundesliga,9426,27,27,0
Germany 1. Bundesliga,9426,36,36,0
Germany 1. Bundesliga,9426,53,53,0
Germany 1. Bundesliga,9426,90,90,0
Germany 1. Bundesliga,9427,34,34,0
Germany 1. Bundesliga,9427,53,53,0
Germany 1. Bundesliga,9427,56,56,0
Germany 1. Bundesliga,9428,36,36,0
Germany 1. Bundesliga,9429,12,12,0
Germany 1. Bundesliga,9429,44,44,0
Germany 1. Bundesliga,9429,67,67,0
Germany 1. Bundesliga,9429,69,69,0
Germany 1. Bundesliga,9429,89,89,0
Germany 1. Bundesliga,9430,9,9,0
Germany 1. Bundesliga,9430,65,65,0
Germany 1. Bundesliga,9430,81,81,0
Germany 1. Bundesliga,9431,12,12,0
Germany 1. Bundesliga,9431,26,26,0
Germany 1. Bundesliga,9431,84,84,0
Germany 1. Bundesliga,9432,57,57,0
Germany 1. Bundesliga,9432,82,82,0
Germany 1. Bundesliga,9432,84,84,0
Germany 1. Bundesliga,9432,90,90,0
Germany 1. Bundesliga,9433,4,4,0
Germany 1. Bundesliga,9433,44,44,0
Germany 1. Bundesliga,9433,60,60,0
Germany 1. Bundesliga,9434,24,24,0
Germany 1. Bundesliga,9434,86,86,0
Germany 1. Bundesliga,9435,3,3,0
Germany 1. Bundesliga,9435,11,11,0
Germany 1. Bundesliga,9435,49,49,0
Germany 1. Bundesliga,9435,55,55,0
Germany 1. Bundesliga,9436,31,31,0
Germany 1. Bundesliga,9436,54,54,0
Germany 1. Bundesliga,9436,65,65,0
Germany 1. Bundesliga,9437,4,4,0
Germany 1. Bundesliga,9437,20,20,0
Germany 1. Bundesliga,9437,68,68,0
Germany 1. Bundesliga,9437,90,90,0
Germany 1. Bundesliga,9438,75,75,0
Germany 1. Bundesliga,9438,86,86,0
Germany 1. Bundesliga,9438,89,89,0
Germany 1. Bundesliga,9439,20,20,0
Germany 1. Bundesliga,9439,53,53,0
Germany 1. Bundesliga,9439,66,66,0
Germany 1. Bundesliga,9440,42,42,0
Germany 1. Bundesliga,9441,55,55,0
Germany 1. Bundesliga,9441,61,61,0
Germany 1. Bundesliga,9441,68,68,0
Germany 1. Bundesliga,9441,90,90,0
Germany 1. Bundesliga,9442,23,23,0
Germany 1. Bundesliga,9443,40,40,0
Germany 1. Bundesliga,9443,61,61,0
Germany 1. Bundesliga,9443,78,78,0
Germany 1. Bundesliga,9443,89,89,0
Germany 1. Bundesliga,9444,64,64,0
Germany 1. Bundesliga,9444,68,68,0
Germany 1. Bundesliga,9444,71,71,0
Germany 1. Bundesliga,9445,6,6,0
Germany 1. Bundesliga,9445,44,44,0
Germany 1. Bundesliga,9445,51,51,0
Germany 1. Bundesliga,9445,67,67,0
Germany 1. Bundesliga,9445,74,74,0
Germany 1. Bundesliga,9445,78,78,0
Germany 1. Bundesliga,9446,13,13,0
Germany 1. Bundesliga,9447,39,39,0
Germany 1. Bundesliga,9447,44,44,0
Germany 1. Bundesliga,9448,62,62,0
Germany 1. Bundesliga,9449,35,35,0
Germany 1. Bundesliga,9449,43,43,0
Germany 1. Bundesliga,9449,57,57,0
Germany 1. Bundesliga,9449,62,62,0
Germany 1. Bundesliga,9449,64,64,0
Germany 1. Bundesliga,9450,60,60,0
Germany 1. Bundesliga,9450,66,66,0
Germany 1. Bundesliga,9450,75,75,0
Germany 1. Bundesliga,9451,26,26,0
Germany 1. Bundesliga,9451,41,41,0
Germany 1. Bundesliga,9451,47,47,0
Germany 1. Bundesliga,9451,62,62,0
Germany 1. Bundesliga,9451,85,85,0
Germany 1. Bundesliga,9451,89,89,0
Germany 1. Bundesliga,9452,18,18,0
Germany 1. Bundesliga,9452,49,49,0
Germany 1. Bundesliga,9453,68,68,0
Germany 1. Bundesliga,9453,86,86,0
Germany 1. Bundesliga,9454,15,15,0
Germany 1. Bundesliga,9454,23,23,0
Germany 1. Bundesliga,9454,38,38,0
Germany 1. Bundesliga,9455,7,7,0
Germany 1. Bundesliga,9455,43,43,0
Germany 1. Bundesliga,9455,44,44,0
Germany 1. Bundesliga,9456,10,10,0
Germany 1. Bundesliga,9456,20,20,0
Germany 1. Bundesliga,9456,47,47,0
Germany 1. Bundesliga,9456,68,68,0
Germany 1. Bundesliga,9457,19,19,0
Germany 1. Bundesliga,9457,34,34,0
Germany 1. Bundesliga,9457,42,42,0
Germany 1. Bundesliga,9457,88,88,0
Germany 1. Bundesliga,9458,28,28,0
Germany 1. Bundesliga,9458,67,67,0
Germany 1. Bundesliga,9458,74,74,0
Germany 1. Bundesliga,9459,6,6,0
Germany 1. Bundesliga,9459,88,88,0
Germany 1. Bundesliga,9460,12,12,0
Germany 1. Bundesliga,9460,49,49,0
Germany 1. Bundesliga,9460,66,66,0
Germany 1. Bundesliga,9460,78,78,0
Germany 1. Bundesliga,9460,90,90,0
Germany 1. Bundesliga,9461,51,51,0
Germany 1. Bundesliga,9461,90,90,0
Germany 1. Bundesliga,9462,65,65,0
Germany 1. Bundesliga,9463,23,23,0
Germany 1. Bundesliga,9463,51,51,0
Germany 1. Bundesliga,9463,61,61,0
Germany 1. Bundesliga,9463,76,76,0
Germany 1. Bundesliga,9463,85,85,0
Germany 1. Bundesliga,9463,90,90,0
Germany 1. Bundesliga,9464,21,21,0
Germany 1. Bundesliga,9464,58,58,0
Germany 1. Bundesliga,9464,78,78,0
Germany 1. Bundesliga,9466,4,4,0
Germany 1. Bundesliga,9466,18,18,0
Germany 1. Bundesliga,9466,57,57,0
Germany 1. Bundesliga,9466,82,82,0
Germany 1. Bundesliga,9467,5,5,0
Germany 1. Bundesliga,9467,45,45,0
Germany 1. Bundesliga,9467,87,87,0
Germany 1. Bundesliga,9468,25,25,0
Germany 1. Bundesliga,9468,34,34,0
Germany 1. Bundesliga,9468,59,59,0
Germany 1. Bundesliga,9468,65,65,0
Germany 1. Bundesliga,9469,13,13,0
Germany 1. Bundesliga,9469,45,45,0
Germany 1. Bundesliga,9469,58,58,0
Germany 1. Bundesliga,9469,73,73,0
Germany 1. Bundesliga,9470,34,34,0
Germany 1. Bundesliga,9470,46,46,0
Germany 1. Bundesliga,9470,47,47,0
Germany 1. Bundesliga,9471,7,7,0
Germany 1. Bundesliga,9471,17,17,0
Germany 1. Bundesliga,9471,73,73,0
Germany 1. Bundesliga,9471,78,78,0
Germany 1. Bundesliga,9471,85,85,0
Germany 1. Bundesliga,9471,90,90,0
Germany 1. Bundesliga,9472,42,42,0
Germany 1. Bundesliga,9472,57,57,0
Germany 1. Bundesliga,9472,90,90,0
Germany 1. Bundesliga,9474,51,51,0
Germany 1. Bundesliga,9474,64,64,0
Germany 1. Bundesliga,9474,83,83,0
Germany 1. Bundesliga,9475,3,3,0
Germany 1. Bundesliga,9475,15,15,0
Germany 1. Bundesliga,9475,24,24,0
Germany 1. Bundesliga,9475,28,28,0
Germany 1. Bundesliga,9475,64,64,0
Germany 1. Bundesliga,9475,77,77,0
Germany 1. Bundesliga,9476,37,37,0
Germany 1. Bundesliga,9477,19,19,0
Germany 1. Bundesliga,9478,4,4,0
Germany 1. Bundesliga,9478,15,15,0
Germany 1. Bundesliga,9478,38,38,0
Germany 1. Bundesliga,9478,39,39,0
Germany 1. Bundesliga,9478,43,43,0
Germany 1. Bundesliga,9478,76,76,0
Germany 1. Bundesliga,9478,82,82,0
Germany 1. Bundesliga,9478,86,86,0
Germany 1. Bundesliga,9479,21,21,0
Germany 1. Bundesliga,9479,56,56,0
Germany 1. Bundesliga,9480,24,24,0
Germany 1. Bundesliga,9480,52,52,0
Germany 1. Bundesliga,9481,31,31,0
Germany 1. Bundesliga,9481,80,80,0
Germany 1. Bundesliga,9481,89,89,0
Germany 1. Bundesliga,9483,6,6,0
Germany 1. Bundesliga,9483,28,28,0
Germany 1. Bundesliga,9483,55,55,0
Germany 1. Bundesliga,9483,79,79,0
Germany 1. Bundesliga,9484,5,5,0
Germany 1. Bundesliga,9484,35,35,0
Germany 1. Bundesliga,9484,81,81,0
Germany 1. Bundesliga,9485,24,24,0
Germany 1. Bundesliga,9485,30,30,0
Germany 1. Bundesliga,9485,35,35,0
Germany 1. Bundesliga,9485,82,82,0
Germany 1. Bundesliga,9486,28,28,0
Germany 1. Bundesliga,9486,34,34,0
Germany 1. Bundesliga,9487,17,17,0
Germany 1. Bundesliga,9487,27,27,0
Germany 1. Bundesliga,9487,63,63,0
Germany 1. Bundesliga,9487,66,66,0
Germany 1. Bundesliga,9487,71,71,0
Germany 1. Bundesliga,9487,78,78,0
Germany 1. Bundesliga,9487,80,80,0
Germany 1. Bundesliga,9488,40,40,0
Germany 1. Bundesliga,9488,68,68,0
Germany 1. Bundesliga,9489,58,58,0
Germany 1. Bundesliga,9490,51,51,0
Germany 1. Bundesliga,9490,65,65,0
Germany 1. Bundesliga,9491,29,29,0
Germany 1. Bundesliga,9491,72,72,0
Germany 1. Bundesliga,9492,31,31,0
Germany 1. Bundesliga,9492,40,40,0
Germany 1. Bundesliga,9492,77,77,0
Germany 1. Bundesliga,9493,44,44,0
Germany 1. Bundesliga,9493,52,52,0
Germany 1. Bundesliga,9493,90,90,0
Germany 1. Bundesliga,9494,55,55,0
Germany 1. Bundesliga,9494,79,79,0
Germany 1. Bundesliga,9495,49,49,0
Germany 1. Bundesliga,9495,53,53,0
Germany 1. Bundesliga,9495,67,67,0
Germany 1. Bundesliga,9495,73,73,0
Germany 1. Bundesliga,9495,75,75,0
Germany 1. Bundesliga,9495,90,90,0
Germany 1. Bundesliga,9496,5,5,0
Germany 1. Bundesliga,9496,33,33,0
Germany 1. Bundesliga,9496,49,49,0
Germany 1. Bundesliga,9497,80,80,0
Germany 1. Bundesliga,9497,86,86,0
Germany 1. Bundesliga,9497,90,90,0
Germany 1. Bundesliga,9498,36,36,0
Germany 1. Bundesliga,9498,48,48,0
Germany 1. Bundesliga,9499,34,34,0
Germany 1. Bundesliga,9499,54,54,0
Germany 1. Bundesliga,9499,59,59,0
Germany 1. Bundesliga,9499,70,70,0
Germany 1. Bundesliga,9499,90,90,0
Germany 1. Bundesliga,9500,49,49,0
Germany 1. Bundesliga,9500,57,57,0
Germany 1. Bundesliga,9500,90,90,0
Germany 1. Bundesliga,9501,17,17,0
Germany 1. Bundesliga,9501,65,65,0
Germany 1. Bundesliga,9501,81,81,0
Germany 1. Bundesliga,9501,90,90,0
Germany 1. Bundesliga,9502,28,28,0
Germany 1. Bundesliga,9502,32,32,0
Germany 1. Bundesliga,9502,40,40,0
Germany 1. Bundesliga,9503,14,14,0
Germany 1. Bundesliga,9503,39,39,0
Germany 1. Bundesliga,9503,40,40,0
Germany 1. Bundesliga,9503,54,54,0
Germany 1. Bundesliga,9503,89,89,0
Germany 1. Bundesliga,9504,70,70,0
Germany 1. Bundesliga,9505,43,43,0
Germany 1. Bundesliga,9505,52,52,0
Germany 1. Bundesliga,9505,90,90,0
Germany 1. Bundesliga,9506,43,43,0
Germany 1. Bundesliga,9506,81,81,0
Germany 1. Bundesliga,9507,21,21,0
Germany 1. Bundesliga,9507,49,49,0
Germany 1. Bundesliga,9507,53,53,0
Germany 1. Bundesliga,9507,64,64,0
Germany 1. Bundesliga,9507,72,72,0
Germany 1. Bundesliga,9507,89,89,0
Germany 1. Bundesliga,9507,90,90,0
Germany 1. Bundesliga,9508,15,15,0
Germany 1. Bundesliga,9508,53,53,0
Germany 1. Bundesliga,9508,59,59,0
Germany 1. Bundesliga,9508,70,70,0
Germany 1. Bundesliga,9509,82,82,0
Germany 1. Bundesliga,9509,86,86,0
Germany 1. Bundesliga,9511,2,2,0
Germany 1. Bundesliga,9511,10,10,0
Germany 1. Bundesliga,9511,16,16,0
Germany 1. Bundesliga,9511,80,80,0
Germany 1. Bundesliga,9512,43,43,0
Germany 1. Bundesliga,9512,54,54,0
Germany 1. Bundesliga,9513,10,10,0
Germany 1. Bundesliga,9513,14,14,0
Germany 1. Bundesliga,9513,51,51,0
Germany 1. Bundesliga,9513,90,90,0
Germany 1. Bundesliga,9514,11,11,0
Germany 1. Bundesliga,9514,59,59,0
Germany 1. Bundesliga,9514,80,80,0
Germany 1. Bundesliga,9514,83,83,0
Germany 1. Bundesliga,9515,50,50,0
Germany 1. Bundesliga,9515,55,55,0
Germany 1. Bundesliga,9516,19,19,0
Germany 1. Bundesliga,9516,20,20,0
Germany 1. Bundesliga,9516,45,45,0
Germany 1. Bundesliga,9516,77,77,0
Germany 1. Bundesliga,9517,16,16,0
Germany 1. Bundesliga,9518,6,6,0
Germany 1. Bundesliga,9518,14,14,0
Germany 1. Bundesliga,9518,66,66,0
Germany 1. Bundesliga,9518,79,79,0
Germany 1. Bundesliga,9519,23,23,0
Germany 1. Bundesliga,9519,31,31,0
Germany 1. Bundesliga,9519,34,34,0
Germany 1. Bundesliga,9519,40,40,0
Germany 1. Bundesliga,9519,44,44,0
Germany 1. Bundesliga,9519,75,75,0
Germany 1. Bundesliga,9520,16,16,0
Germany 1. Bundesliga,9520,46,46,0
Germany 1. Bundesliga,9521,28,28,0
Germany 1. Bundesliga,9521,36,36,0
Germany 1. Bundesliga,9521,75,75,0
Germany 1. Bundesliga,9521,78,78,0
Germany 1. Bundesliga,9522,47,47,0
Germany 1. Bundesliga,9522,53,53,0
Germany 1. Bundesliga,9523,9,9,0
Germany 1. Bundesliga,9523,19,19,0
Germany 1. Bundesliga,9523,30,30,0
Germany 1. Bundesliga,9523,68,68,0
